"ID","name","Binom_Genome_Fraction","Binom_Expected","Binom_Observed_Region_Hits","Binom_Fold_Enrichment","Binom_Region_Set_Coverage","Binom_Raw_PValue","Binom_Adjp_BH","Hyper_Total_Genes","Hyper_Expected","Hyper_Observed_Gene_Hits","Hyper_Fold_Enrichment","Hyper_Gene_Set_Coverage","Hyper_Term_Gene_Coverage","Hyper_Raw_PValue","Hyper_Adjp_BH","set"
"GO:0045221","negative regulation of FasL biosynthetic process",4.879251e-06,0.2354873,4,16.98606,8.287922e-05,0.0001061989,0.000458490633575198,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0035971","peptidyl-histidine dephosphorylation",2.456622e-06,0.118564,2,16.86853,4.143961e-05,0.006496964,0.0193416553923129,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0035771","interleukin-4-mediated signaling pathway",1.982219e-05,0.9566784,16,16.72453,0.0003315169,9.555899e-15,1.45788715512821e-13,2,1.416125,2,1.412304,0.0001320219,1,0.501343,0.77104805756579,"all_mouse"
"GO:1904401","cellular response to Thyroid stimulating hormone",1.98898e-05,0.9599415,16,16.66768,0.0003315169,1.006012e-14,1.52769107656613e-13,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0042023","DNA endoreduplication",3.755943e-06,0.1812731,3,16.54962,6.215942e-05,0.0008670636,0.00312668389090909,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:1990261","pre-mRNA catabolic process",3.755943e-06,0.1812731,3,16.54962,6.215942e-05,0.0008670636,0.00312668389090909,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0015759","beta-glucoside transport",5.027313e-06,0.2426332,4,16.48579,8.287922e-05,0.0001190114,0.000509270750572082,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0060621","negative regulation of cholesterol import",5.027313e-06,0.2426332,4,16.48579,8.287922e-05,0.0001190114,0.000509270750572082,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0060695","negative regulation of cholesterol transporter activity",5.027313e-06,0.2426332,4,16.48579,8.287922e-05,0.0001190114,0.000509270750572082,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0042543","protein N-linked glycosylation via arginine",5.058285e-06,0.244128,4,16.38485,8.287922e-05,0.0001218269,0.0005199589569612,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0002479","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",3.871522e-06,0.1868513,3,16.05555,6.215942e-05,0.0009456695,0.00339145582328767,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0050823","peptide antigen stabilization",3.871522e-06,0.1868513,3,16.05555,6.215942e-05,0.0009456695,0.00339145582328767,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0070377","negative regulation of ERK5 cascade",5.168198e-06,0.2494328,4,16.03639,8.287922e-05,0.0001322085,0.00055988653024911,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:1904109","positive regulation of cholesterol import",6.78895e-06,0.3276551,5,15.25995,0.000103599,2.397253e-05,0.000116697812458163,2,1.416125,2,1.412304,0.0001320219,1,0.501343,0.77104805756579,"all_mouse"
"GO:1903723","negative regulation of centriole elongation",5.53571e-06,0.26717,4,14.97174,8.287922e-05,0.0001715884,0.000713271564306129,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0043390","aflatoxin B1 metabolic process",1.40387e-05,0.67755,10,14.75906,0.0002071981,3.037385e-09,2.65416352803738e-08,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:1901194","negative regulation of formation of translation preinitiation complex",2.82149e-06,0.1361735,2,14.68714,4.143961e-05,0.008471237,0.0245654613048294,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0090341","negative regulation of secretion of lysosomal enzymes",4.236767e-06,0.2044791,3,14.67143,6.215942e-05,0.001223245,0.00428250255415887,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0015862","uridine transport",8.572116e-06,0.413716,6,14.5027,0.0001243188,4.890348e-06,2.67843746108787e-05,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0032618","interleukin-15 production",4.4192e-06,0.2132839,3,14.06576,6.215942e-05,0.001379125,0.00479361291821561,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0052567","response to defense-related host reactive oxygen species production",4.4192e-06,0.2132839,3,14.06576,6.215942e-05,0.001379125,0.00479361291821561,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0071609","chemokine (C-C motif) ligand 5 production",4.4192e-06,0.2132839,3,14.06576,6.215942e-05,0.001379125,0.00479361291821561,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0033386","geranylgeranyl diphosphate biosynthetic process",9.00837e-06,0.434771,6,13.80037,0.0001243188,6.470137e-06,3.45408210970636e-05,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:1902220","positive regulation of intrinsic apoptotic signaling pathway in response to osmotic stress",1.204855e-05,0.5814993,8,13.75754,0.0001657584,1.936069e-07,1.32756119486642e-06,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0034477","U6 snRNA 3'-end processing",7.548145e-06,0.3642961,5,13.7251,0.000103599,3.951437e-05,0.000184993956831187,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0097510","base-excision repair, AP site formation via deaminated base removal",6.09963e-06,0.2943864,4,13.58758,8.287922e-05,0.0002475393,0.000997933303664921,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0046814","coreceptor-mediated virion attachment to host cell",1.855384e-05,0.8954641,12,13.40087,0.0002486377,2.430339e-10,2.39016810743802e-09,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0000710","meiotic mismatch repair",1.554803e-05,0.7503946,10,13.32632,0.0002071981,7.895723e-09,6.54559937112096e-08,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:1902977","mitotic DNA replication preinitiation complex assembly",7.782703e-06,0.3756166,5,13.31145,0.000103599,4.56191e-05,0.000210636338271605,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0010477","response to sulfur dioxide",7.794034e-06,0.3761635,5,13.29209,0.000103599,4.593142e-05,0.000212003627574048,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0036164","cell-abiotic substrate adhesion",2.344027e-05,1.131298,15,13.25911,0.0003107971,1.685513e-12,2.11132681052632e-11,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0044324","regulation of transcription involved in anterior/posterior axis specification",9.447646e-06,0.4559718,6,13.15871,0.0001243188,8.455743e-06,4.45415194647887e-05,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:1990442","intrinsic apoptotic signaling pathway in response to nitrosative stress",9.447646e-06,0.4559718,6,13.15871,0.0001243188,8.455743e-06,4.45415194647887e-05,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:1901630","negative regulation of presynaptic membrane organization",6.340608e-06,0.3060168,4,13.07118,8.287922e-05,0.0002863881,0.00114015213777372,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:1903002","positive regulation of lipid transport across blood brain barrier",6.340608e-06,0.3060168,4,13.07118,8.287922e-05,0.0002863881,0.00114015213777372,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0048243","norepinephrine secretion",1.441339e-05,0.6956336,9,12.93785,0.0001864783,5.628265e-08,4.16237225141243e-07,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0002731","negative regulation of dendritic cell cytokine production",1.458789e-05,0.7040555,9,12.78308,0.0001864783,6.225048e-08,4.59334150620068e-07,2,1.416125,2,1.412304,0.0001320219,1,0.501343,0.77104805756579,"all_mouse"
"GO:0006117","acetaldehyde metabolic process",1.798388e-05,0.867956,11,12.67345,0.0002279179,2.384289e-09,2.11023279310345e-08,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0009682","induced systemic resistance",6.652974e-06,0.3210925,4,12.45747,8.287922e-05,0.0003430151,0.00134111937246117,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0006427","histidyl-tRNA aminoacylation",6.694522e-06,0.3230977,4,12.38016,8.287922e-05,0.0003511069,0.0013711185325179,2,1.416125,2,1.412304,0.0001320219,1,0.501343,0.77104805756579,"all_mouse"
"GO:0035611","protein branching point deglutamylation",1.426873e-05,0.6886517,8,11.6169,0.0001657584,6.815077e-07,4.29717523747592e-06,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0060381","positive regulation of single-stranded telomeric DNA binding",5.355542e-06,0.2584745,3,11.60656,6.215942e-05,0.002373785,0.00781313694996228,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0006430","lysyl-tRNA aminoacylation",7.162882e-06,0.3457022,4,11.57065,8.287922e-05,0.0004520113,0.00173241168442623,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0070625","zymogen granule exocytosis",9.02159e-06,0.435409,5,11.48346,0.000103599,9.088421e-05,0.000396161941025641,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:1902278","positive regulation of pancreatic amylase secretion",9.02159e-06,0.435409,5,11.48346,0.000103599,9.088421e-05,0.000396161941025641,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0032203","telomere formation via telomerase",7.221427e-06,0.3485277,4,11.47685,8.287922e-05,0.0004659295,0.0017781391122449,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0090671","telomerase RNA localization to Cajal body",7.221427e-06,0.3485277,4,11.47685,8.287922e-05,0.0004659295,0.0017781391122449,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0016480","negative regulation of transcription from RNA polymerase III promoter",2.167523e-05,1.046112,12,11.47105,0.0002486377,1.367689e-09,1.24759923414634e-08,3,2.124188,3,1.412304,0.0001980329,1,0.3549686,0.661146695219124,"all_mouse"
"GO:0007072","positive regulation of transcription involved in exit from mitosis",3.650184e-06,0.1761688,2,11.35275,4.143961e-05,0.01380996,0.0382506086330935,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:1902426","deactivation of mitotic spindle assembly checkpoint",7.388374e-06,0.3565851,4,11.21752,8.287922e-05,0.0005072925,0.0019236555112978,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:1905341","negative regulation of protein localization to kinetochore",7.388374e-06,0.3565851,4,11.21752,8.287922e-05,0.0005072925,0.0019236555112978,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:1990679","histone H4-K12 deacetylation",7.405749e-06,0.3574237,4,11.1912,8.287922e-05,0.000511742,0.00193772137113104,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0003400","regulation of COPII vesicle coating",5.578768e-06,0.2692481,3,11.14214,6.215942e-05,0.002661855,0.00866327248881154,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:1904245","regulation of polynucleotide adenylyltransferase activity",1.67737e-05,0.809549,9,11.1173,0.0001864783,1.990402e-07,1.36196352221641e-06,3,2.124188,3,1.412304,0.0001980329,1,0.3549686,0.661146695219124,"all_mouse"
"GO:0097698","telomere maintenance via base-excision repair",3.732525e-06,0.1801428,2,11.1023,4.143961e-05,0.0144024,0.0396861743843401,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
